cancion,artista,fecha_lanzamiento,rank_global,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,tiktok_posts,tiktok_views,shazam_counts,anio_lanzamiento
Mati-Matian,Mahalini,2024-03-29,"3,472",23.2,"52,510,463",992,"9,607,115",76.0,"27,329,009",,,"12,270",2024
Live Another Day,Kordhell,2021-08-27,"3,470",23.2,"283,108,875","69,176","20,246,527",66.0,"147,447,678","115,000","1,067,856,594","1,365,064",2021
Ana Ghaltan,Bahaa Sultan,2021-12-27,"3,468",23.2,"8,316,794","1,342","217,990",47.0,,173,"307,818","8,447",2021
Sexo Virtual,Rauw Alejandro,2021-06-25,"3,460",23.2,"293,361,823","61,096","10,057,845",66.0,"141,862,016","678,500","1,336,043,098","717,742",2021
"Nï¿½ï¿½o, Nï¿½",Mari Fernandez,2021-04-29,"3,469",23.2,"158,404,124","19,033","5,413,126",51.0,"156,298,379","2,418,608","927,182,106",,2021
ýý ýýýýýýýý ýýýýýýýýýý,Moreart,2020-12-04,"3,475",23.2,"60,358,583","32,582","1,788,403",50.0,"43,371,351","3,001,121","8,680,132,146","3,413,948",2020
Chasin' You,Morgan Wallen,2018-04-27,"3,466",23.2,"609,984,789","66,397","14,589,013",74.0,"255,780,709","91,600","142,412,314","1,494,580",2018
Ali Cabbar,Emir Can ï¿½ï¿½ï,2023-06-02,"3,467",23.2,"63,442,980","10,414","1,765,706",58.0,"127,252,829","84,400","108,671,025","224,773",2023
Clouds,BUNT.,2023-01-12,"3,459",23.2,"149,986,283","48,038","50,298,372",63.0,"9,500,978",369,"13,195,696","668,816",2023
Let Your Boys Be Country,Jason Aldean,2023-08-25,"3,456",23.2,"21,485,335","4,032","1,727,967",1.0,"5,878,965","7,812","9,858,141","92,321",2023
Spin You Around (1/24),Morgan Wallen,2024-01-26,"3,453",23.2,"77,564,567","7,109","6,908,240",,,,,"115,609",2024
Solo Me Dejaste,Grupo Marca Registrada,2022-07-08,"3,454",23.2,"175,374,235","19,506","8,147,122",66.0,"236,220,298","32,800","146,435,027","460,868",2022
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,2015-01-09,"3,457",23.2,"1,060,255,231","88,246","45,330,466",71.0,"950,074,212","639,780","196,304,893","8,460,234",2015
"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,2019-02-13,"3,463",23.2,"509,011,250","72,182","9,700,882",67.0,"220,773,540","195,726","685,543,612","3,377,256",2019
Jingle Bell Rock,Bobby Helms,2023-11-03,"3,478",23.1,"964,357,785",2,"21,523",,,,,,2023
Talk Dirty (feat. 2 Chainz),Jason Derulo,2013-01-01,"3,489",23.1,"718,634,962","116,033","31,380,421",65.0,"88,651,556","220,691","429,272,415","14,696,611",2013
Nail Tech,Jack Harlow,2022-02-18,"3,497",23.1,"224,376,030","65,837","16,010,323",56.0,"67,524,036","28,152","205,572,867","581,658",2022
Lahore,Guru Randhawa,2018-07-27,"3,496",23.1,"77,999",96,"7,682",,"1,174,983,850",,"6,457",,2018
The Summoning,Sleep Token,2023-01-06,"3,484",23.1,"135,976,140","41,454","4,335,379",69.0,"37,952,419","3,074","14,785,534","390,413",2023
Feel It Still,Portugal. The Man,2017-06-15,"3,492",23.1,"1,303,018,999",239,"18,020",26.0,,,,"21,207,408",2017
TROLLZ (with Nicki Minaj),6ix9ine,2020-06-12,"3,481",23.1,"169,376,113","37,282","5,544,584",2.0,"485,978,356","481,594","728,033,853","1,192,023",2020
Cover Me Up,Morgan Wallen,2019-04-05,"3,499",23.1,"457,252,350","58,811","6,992,809",70.0,"284,333,103","152,118","226,942,604","821,584",2019
Un Verano Sin Ti,Bad Bunny,2022-05-06,"3,495",23.1,"360,149,048","49,439","8,856,237",69.0,"94,595,491","32,000","154,135,701","290,721",2022
Mi Morenita,Grupo Marca Registrada,2024-05-24,"3,494",23.1,"8,104,357",456,"36,732,009",68.0,"9,180,171",,,"23,137",2024
Get A Guitar,RIIZE,2023-09-04,"3,485",23.1,"67,887,030","5,721","6,337,730",,"106,807,094","32,698","430,468,374","170,700",2023
Heat,Gunna,2019-06-20,"3,486",23.1,"174,090,982","34,958","4,874,126",55.0,"353,442,033","47,184","26,278,533","2,095,650",2019
Birds In The Sky,New Era,2023-12-08,"3,480",23.1,"21,664,308","2,953","13,358,420",,,,,"126,086",2023
I Was Never There,The Weeknd,2018-03-29,"3,488",23.1,"995,463,505","139,596","44,549,966",78.0,"283,348,553","32,188","175,752,903","3,364,449",2018
How You Feel (Ft. Leven Kali),ANOTR,2024-04-19,"3,490",23.1,"9,591,249","4,565","35,057,668",,"339,265",,,"80,244",2024
Hang Tight Honey,Lainey Wilson,2024-05-13,"3,482",23.1,"2,378,738",544,"2,536,543",,"261,611",,,"31,828",2024
Bar,TINI,2021-11-11,"3,487",23.1,"231,155,441","33,491","8,783,650",54.0,"314,218,837",155,"72,618","313,366",2021
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,YOUNGOHM,2023-01-25,"3,498",23.1,"17,745,591","2,837","283,039",47.0,"172,379,457","583,900","749,416,523","62,461",2023
Case,Diljit Dosanjh,2023-09-29,"3,479",23.1,"48,353,674","7,078","4,725,307",,"97,635,698",,"5,805,614","69,548",2023
Apa Fer Milaange,Savi Kahlon,2023-12-15,"3,491",23.1,"29,171,226","1,511","3,365,447",,"84,972,873",,,,2023
Socadona (feat. Mr. Vegas),LUDMILLA,2021-11-18,"3,493",23.1,"74,338,196","12,229","3,938,315",45.0,"85,204,123","2,417,878","2,134,165,382","203,455",2021
As It Was,Hundreds,2023-03-24,"3,483",23.1,"479,006",111,"76,454",30.0,"236,027,939",,,,2023
Sial,Mahalini,2023-01-23,"3,525",23.0,"324,327,622","13,022","4,228,094",75.0,"97,061,421","449,308","1,614,389,086","97,349",2023
Pelele,Morad,2021-12-24,"3,508",23.0,"153,262,121","62,043","3,300,200",64.0,"105,229,861","360,974","777,095,126","631,030",2021
"Ishq Jaisa Kuch (From ""Fighter"")",Vishal-Shekhar,2023-12-22,"3,519",23.0,"26,192,177","1,252","1,466,065",,"83,675,431",,,"53,388",2023
CAROLINA,KAROL G,2023-02-24,"3,517",23.0,"89,487,508","7,595","3,622,886",66.0,"64,767,621","896,706","466,245,707","186,834",2023
Krippy Kush,Farruko,2017-08-04,"3,500",23.0,"261,207,310","29,638","8,623,457",56.0,"1,008,664,592","236,451","251,282,695","1,577,890",2017
Do It,Kanye West,2024-02-09,"3,503",23.0,"58,509,914","11,523","11,610,664",,"971,307",,"62,692,000","92,765",2024
Mtg Quero Te Encontrar,DJ LG PROD,2024-02-23,"3,518",23.0,"95,980,260","6,191","39,878,495",79.0,"16,013,821",,,"24,463",2024
Umbrella (with 21 Savage & Young Nudy),Metro Boomin,2022-12-02,"3,521",23.0,"134,971,918","58,239","5,643,840",64.0,"8,374,578","5,871","34,056,492",,2022
Cuaderno,Dalex,2019-05-10,"3,511",23.0,"415,170,963","57,071","15,542,644",63.0,"618,739,499","106,464","72,178,937","882,993",2019
Leja Re,Dhvani Bhanushali,2018-11-24,"3,504",23.0,"64,612,903","7,444","1,576,312",55.0,"1,035,234,284",,"8,550","136,790",2018
Pï¿½ï¿½i,Babasha,2024-06-01,"3,522",23.0,"881,858",75,"194,541",53.0,"7,429,733",,,"11,206",2024
Paro - Speed Up,Nej,2021-05-20,"3,512",23.0,"92,866,817","20,834","6,538,674",53.0,"510,081","3,196,641","6,637,149,421","1,728,511",2021
"Burn, Burn, Burn",Zach Bryan,2022-09-08,"3,501",23.0,"261,905,370","42,715","5,866,774",75.0,"23,316,855","12,980","16,825,671","345,080",2022
Girl,Myke Towers,2020-01-24,"3,523",23.0,"358,885,100","66,574","10,919,097",70.0,"386,760,006","256,873","384,081,312","921,816",2020
Saving Up,Dom Dolla,2023-10-06,"3,516",23.0,"68,053,989","21,585","55,905,413",,"1,482,245","7,007","48,264,636","337,132",2023
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,2017-08-25,"3,505",23.0,"973,400,151","172,881","24,951,320",74.0,"320,288,878","101,201","83,669,477",,2017
Headshot (feat. Polo G & Fivio Foreign),Lil Tjay,2021-03-19,"3,502",23.0,"331,506,695","116,321","15,413,876",65.0,"22,151,531","24,736","89,324,319","363,790",2021
"Gali Gali (From ""Kgf Chapter 1"")",Neha Kakkar,2018-12-13,"3,515",23.0,"74,027,513","5,648","3,808,001",59.0,"1,014,261,335",,,"168,398",2018
LLYLM,ROSALï¿½,2023-01-27,"3,513",23.0,"163,400,564","25,380","8,516,973",60.0,"37,506,561","14,073","107,127,704","1,343,247",2023
Levels,Sidhu Moose Wala,2022-05-25,"3,510",23.0,"146,988,095","16,234","2,550,626",59.0,"262,992,730","274,492","69,189,680","366,308",2022
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - Boaz van de Beatz remix",Boaz van de Beatz,2015-06-05,"3,506",23.0,"24,407,534","2,389","473,657",29.0,"1,753,379,058",,,,2015
If You're Happy and You Know It (Clap Your Hands),CoComelon,2022-06-10,"3,514",23.0,"433,037",120,"15,324",20.0,"386,932,138",,,,2022
La player (Bandolera),Zion & Lennox,2018-02-23,"3,520",23.0,"603,009,543","60,339","19,082,403",65.0,"752,863,338","25,591","33,166,882","1,628,610",2018
ART,Tyla,2024-03-01,"3,507",23.0,"46,863,836","3,984","25,998,283",,"17,633,827",,"2,574,072","221,323",2024
Let's Love,Sia,2020-09-11,"3,509",23.0,"222,571,023","44,252","11,141,387",57.0,"68,547,283","851,690","221,346,418","5,019,153",2020
DASH,NMIXX,2024-01-15,"3,530",22.9,"40,620,097","2,870","8,114,713",11.0,"59,080,794",,"1,553,400","47,823",2024
On My Mind,Diplo,2019-12-13,"3,526",22.9,"287,897,439","146,593","20,526,230",60.0,"68,649,223","175,051","855,075,576","1,261,710",2019
Vampiro,Matuï¿,2022-03-29,"3,527",22.9,"250,112,783","37,790","7,871,652",67.0,"207,570,990","77,011","81,406,851","124,505",2022
Another Late Night (feat. Lil Yachty),Drake,2023-10-06,"3,535",22.9,"61,355,849","24,182","4,216,247",,"11,131,343","5,211","16,120,565","141,072",2023
Fire - Official UEFA EURO 2024 Song,MEDUZA,2024-05-10,"3,542",22.9,"10,114,922","1,567","19,516,267",74.0,,,,"97,199",2024
Delincuente,Tokischa,2022-08-19,"3,541",22.9,"190,095,480","35,863","12,100,534",68.0,"83,772,680","358,618","801,557,207","1,258,357",2022
Never Lose Me (feat. SZA & Cardi B),Flo Milli,2024-03-15,"3,531",22.9,"30,301,728","2,993","12,990,773",,,,,"165,367",2024
Kernkraft 400 (A Better Day),Topic,2022-06-17,"3,543",22.9,"171,920,896","41,774","34,142,715",65.0,"14,115,131","5,176","51,987,916","1,861,356",2022
SORRY NOT SORRY,"Tyler, The Creator",2023-03-31,"3,536",22.9,"98,301,770","40,539","4,631,003",63.0,"30,136,123","4,786","19,817,648","120,860",2023
Bad (feat. Vassy) - Radio Edit,Showtek,2014-01-01,"3,538",22.9,"602,359,731","109,606","23,041,032",62.0,"1,099,999,155","22,696","95,570,279","8,703,879",2014
CYBERTRUCK,Bad Bunny,2023-10-13,"3,540",22.9,"99,022,909","18,212","7,936,625",,"14,594,444",,,"240,886",2023
"Sher Khul Gaye (From ""Fighter"")",Vishal-Shekhar,2023-12-15,"3,528",22.9,"22,277,518","1,494","2,272,746",,"86,835,991",,,"53,230",2023
Fever,Dua Lipa,2020-03-27,"3,532",22.9,"381,166,294","50,838","9,475,236",57.0,"168,485,708","1,500,542","728,998,950","2,185,831",2020
"Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,2021-12-29,"3,539",22.9,"454,467,751","75,230","11,893,074",67.0,"35,155,712",2,"13,072","826,070",2021
Hands up!,6arelyhuman,2022-12-10,"3,533",22.9,"144,555,119","30,542","5,116,146",5.0,"26,566,933","160,061","381,921,701","544,824",2022
Buenas,Quevedo,2023-09-22,"3,529",22.9,"108,163,942","22,023","7,264,376",,"17,211,451","12,100","23,664,790","130,949",2023
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),MAX,2024-02-09,"3,537",22.9,"72,492,332","5,624","10,655,675",,"19,013,959",,,"193,722",2024
Let Her Go,Passenger,2012-01-01,"3,534",22.9,"2,252,713,547","205,647","46,729,104",73.0,"423,531,195","244,760","641,996,440","33,584,600",2012
Put Your Records On,Ritt Momney,2020-04-24,"3,561",22.8,"600,521,313","79,793","18,207,064",65.0,"50,025,071","11,463","79,947,183","2,448,945",2020
So Am I,Ava Max,2019-03-07,"3,558",22.8,"570,045,987","57,702","10,099,210",66.0,"368,297,733","233,355","218,968,895","4,651,739",2019
Slide,Calvin Harris,2017-02-24,"3,555",22.8,"1,044,358,962","165,916","41,514,442",69.0,"37,191,231","65,020","323,428,098","8,401,595",2017
Feel Good Inc.,Gorillaz,2005-05-23,"3,548",22.8,"1,407,382,497","357,484","72,604,627",78.0,"1,211,241,854","337,277","1,396,761,942",,2005
Me And My Broken Heart,Rixton,2014-01-01,"3,563",22.8,"733,931,275","115,255","27,152,345",71.0,"535,024,991","293,382","47,138,593","6,889,166",2014
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,2019-06-28,"3,566",22.8,"332,224,927","90,422","12,036,582",58.0,"33,056,892","51,790","210,052,450","722,682",2019
Bachpan Ka Pyaar,Badshah,2021-08-11,"3,565",22.8,"25,893,883","3,377","711,026",46.0,"535,109,576",,,"88,942",2021
Lo Aprendï¿½ï¿½ de Ti - HA-ASH Primera Fila - Hecho Realidad [En V,Ha*Ash,2014-11-11,"3,560",22.8,"296,711,145","17,197","13,770,893",67.0,"1,599,246,274","144,200","78,337,323","970,443",2014
GIRL LIKE ME,Black Eyed Peas,2020-06-18,"3,547",22.8,"529,404,392","74,777","20,137,742",62.0,"53,885,408","196,204","583,303,862","4,139,682",2020
Blinding Lights - Instrumental,The Weeknd,2020-09-11,"3,553",22.8,"5,191,059","1,333","1,102,247",32.0,"685,599,294","86,612","490,367,040",,2020
Wildest Dreams (Taylor's Version),Taylor Swift,2021-09-17,"3,550",22.8,"732,118,596","62,990","35,314,187",69.0,"31,242,374",,,"982,971",2021
Here With Me,Marshmello,2019-03-08,"3,564",22.8,"676,451,716","70,317","19,641,164",66.0,"211,922,060","330,309","89,270,256","3,705,612",2019
Ain't Your Mama,Jennifer Lopez,2016-04-07,"3,562",22.8,"478,791,369","58,453","15,619,408",63.0,"964,694,090","512,763","281,205,271","4,680,196",2016
Rock My Body,R3HAB,2023-04-28,"3,545",22.8,"155,454,907","26,701","54,553,074",73.0,"49,199,015",535,"2,164,944","1,341,106",2023
TWINNEM,Coi Leray,2021-09-20,"3,557",22.8,"34,116,353","10,084","1,619,073",42.0,"73,393,043","2,426,688","6,661,617,341","1,061,424",2021
Mood,Makar,2022-08-05,"3,551",22.8,"86,132,200","50,326","3,786,319",55.0,"43,654,805","204,570","397,336,191","1,548,192",2022
TU$$I (with Dei V),YOVNGCHIMI,2023-10-20,"3,549",22.8,"94,305,899","11,356","9,053,525",72.0,"48,837,884","24,000","73,323,706","203,793",2023
"Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,2022-11-16,"3,554",22.8,"158,017,957","35,544","6,481,114",62.0,"112,378,481","33,800","227,308,261","137,614",2022
The Bones,Maren Morris,2019-02-22,"3,556",22.8,"461,420,009","32,656","13,523,577",63.0,"97,498,335","46,959","123,888,567","2,469,386",2019
Good News,Mac Miller,2020-01-09,"3,567",22.8,"447,761,883","116,525","15,419,745",64.0,"183,168,994","95,825","367,511,487","666,198",2020
Sin Seï¿½ï,Quevedo,2022-07-22,"3,559",22.8,"281,829,019","58,130","8,587,722",62.0,"49,681,285",,,"479,341",2022
Mejor Que Yo,Anuel AA,2023-05-04,"3,552",22.8,"81,623,095","18,046","6,605,054",59.0,"109,132,919",,,"231,295",2023
Wiggle (feat. Snoop Dogg),Jason Derulo,2013-09-10,"3,568",22.8,"458,706,557","72,270","18,270,302",58.0,"329,962,266","1,969,612","1,599,868,506","10,208,674",2013
Evoque Prata,MC MENOR HR,2022-09-09,"3,595",22.7,"224,150,665","33,067","14,383,640",58.0,"105,711,690","330,044","279,699,428","300,617",2022
Last Heartbreak Song,Ayra Starr,2024-05-30,"3,580",22.7,"6,073,281",592,"22,270,490",67.0,"3,597,876",,,"102,468",2024
MIDDLE CHILD,PnB Rock,2019-05-02,"3,590",22.7,"143,152,814","37,044","3,705,069",53.0,"111,536,750","21,064","56,902,607","172,456",2019
Pakistan,D-Block Europe,2023-06-29,"3,594",22.7,"43,844,757","25,855","2,553,452",56.0,"15,389,226",,"1,420","101,226",2023
Beat the Odds,Lil Tjay,2022-08-26,"3,575",22.7,"115,581,471","49,847","5,823,632",60.0,"46,251,839","19,042","93,356,963","359,642",2022
Barely Breathing,Grant Averill,2021-10-22,"3,582",22.7,"1,479,227",616,"19,001",22.0,"105,953","3,501,522","5,235,190,320","126,537",2021
All Around The World (La La La),R3HAB,2019-04-05,"3,571",22.7,"654,965,766","124,386","40,611,935",68.0,"147,035,496","532,715","1,859,282,676","3,047,102",2019
"You're On Your Own, Kid",Taylor Swift,2022-10-21,"3,585",22.7,"587,555,589","34,908","21,579,957",72.0,"43,130,763","77,652","342,958,656","364,310",2022
ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý (My head is spinning like a screw),kostromin,2021-02-02,"3,578",22.7,"116,542,329","41,062","3,658,542",8.0,"115,229,170","1,844,500","3,964,454,629","3,536,203",2021
Already Rich,Yeat,2023-05-03,"3,592",22.7,"156,047,755","31,578","4,170,271",70.0,"13,251,602","195,434","273,007,809","252,675",2023
Bandana,Shubh,2024-03-29,"3,576",22.7,"41,479,958","1,644","5,818,260",72.0,"25,606,311",,,"60,404",2024
ýýýýýýýýýýýýýýý,Mrs. GREEN APPLE,2024-04-11,"3,573",22.7,"26,222,603",921,"7,492,428",74.0,"23,049,880","6,375",,"59,611",2024
Bruises,Lewis Capaldi,2017-03-31,"3,570",22.7,"1,135,588,382","132,498","38,683,695",73.0,"375,823,933","119,383","120,059,618","2,299,610",2017
exile (feat. Bon Iver),Taylor Swift,2020-07-24,"3,572",22.7,"757,789,027","81,489","55,181,767",72.0,"144,150,389","177,809","553,360,638","1,831,311",2020
THE GIRLS - BLACKPINK THE GAME OST,BLACKPINK,2023-08-25,"3,596",22.7,"116,539,504","7,964","8,670,175",62.0,"92,628,391",30,"870,565","220,900",2023
Raja Ji,Pawan Singh,2023-06-30,"3,581",22.7,"27,244,358",456,"263,080",61.0,"175,350,809",,,"12,266",2023
ýý ýýýýýýýýýý,A.V.G,2023-07-17,"3,593",22.7,"10,694,922","5,363","288,263",50.0,"120,681,039",,"16,374,449","1,593,368",2023
Love Sosa,Chief Keef,2012-01-01,"3,586",22.7,"757,522,352","224,483","30,472,220",74.0,"101,146,931","186,541","450,672,924","1,130,370",2012
HIND'S HALL,Macklemore,2024-05-10,"3,589",22.7,"22,463,244","2,291","2,406,268",73.0,"2,237,688",,"272,100","86,524",2024
Skibidi,Little Big,2018-10-05,"3,577",22.7,"46,872,738","21,343","1,515,150",49.0,"876,122,384","552,680","460,636,179","1,055,258",2018
I'm Geekin,DDG,2023-04-21,"3,584",22.7,"76,004,507","24,334","3,477,076",60.0,"9,862,592","480,208","1,467,434,192","132,370",2023
Hey Lil Mamï¿,Eladio Carrion,2024-01-19,"3,574",22.7,"77,975,794","7,057","10,565,513",71.0,"27,130,599",,,"262,176",2024
Eres Mï¿½,Romeo Santos,2014-02-25,"3,583",22.7,"562,983,225","52,754","16,157,389",73.0,"1,452,593,496","261,129","314,778,494","3,343,573",2014
Sunrise,Morgan Wallen,2023-03-03,"3,579",22.7,"104,516,305","16,554","1,412,703",67.0,"44,535,669","32,776","23,849,216","153,036",2023
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,2019-04-26,"3,588",22.7,"859,985,881","17,061","4,818,145",,"441,233,054",,,"2,764,962",2019
Para de Mentir,Oruam,2023-11-16,"3,569",22.7,"44,091,443","4,971","5,768,959",,"81,099,679",,"1,998,040",,2023
TRYNA MAKE SURE,Moneybagg Yo,2024-05-03,"3,591",22.7,"5,588,636","1,252","7,389,987",,"5,680,064",,,"32,511",2024
Yo Ya No Vuelvo Contigo - En Vivo,Grupo Firme,2020-11-25,"3,587",22.7,"1,969,714",502,"83,027",29.0,"678,412,558","2,322","10,405,552",,2020
Bella y Sensual,Romeo Santos,2017-07-21,"3,611",22.6,"494,373,634","45,589","20,264,304",66.0,"824,555,368","48,062","40,949,580","1,736,972",2017
Bertahan Terluka,Fabio Asher,2022-02-02,"3,603",22.6,"171,663,870","10,620","2,901,653",4.0,"169,981,704","1,446,616","4,039,554,717","89,958",2022
if looks could kill,Destroy Lonely,2023-03-03,"3,618",22.6,"88,771,696","46,086","4,886,494",62.0,"11,580,205","3,641","13,785,559","456,300",2023
Save Me The Trouble,Dan + Shay,2023-07-14,"3,616",22.6,"28,945,482","3,303","2,239,918",52.0,,"2,424","1,916,491","219,049",2023
Marisola - Remix,Cris Mj,2022-12-15,"3,621",22.6,"325,264,193","47,780","22,081,093",70.0,,"28,194","83,764,776",,2022
Trampoline,SHAED,2018-05-18,"3,615",22.6,"229,366,200","37,923","4,719,100",55.0,"96,307,326","598,075","815,192,203",,2018
Alone (with Nicki Minaj),Kim Petras,2023-04-21,"3,622",22.6,"79,045,342","18,284","6,628,769",55.0,"34,142,538","19,430","105,037,367","994,509",2023
Godï¿½ï¿½ï¿½,Stray Kids,2020-06-17,"3,600",22.6,"354,643,707","30,447","7,012,694",68.0,"529,909,818","147,664","703,479,878",,2020
Te Vi,Piso 21,2018-06-01,"3,610",22.6,"752,708,868","62,653","31,913,503",70.0,"535,764,821","751,220","427,823,320","2,326,604",2018
I Wanna Be Yours,Arctic Monkeys,2013-01-01,"3,597",22.6,"2,185,240,293","277,753","129,062,801",86.0,"109,538,379","2,636","105,020,737","4,280,207",2013
Boyfriend,Justin Bieber,2012-01-01,"3,614",22.6,"538,918,222","73,149","29,404,069",70.0,"992,302,781","260,418","149,188,520","3,052,967",2012
PARANOIA,HEARTSTEEL,2023-10-23,"3,601",22.6,"77,600,263","13,012","1,664,856",,"50,406,342","11,600","80,073,768","74,897",2023
Story of My Life,One Direction,2013-10-28,"3,607",22.6,"1,275,036,167","143,693","85,520,811",79.0,"264,658,339","330,028","862,277,477","9,015,652",2013
Black Summer,Red Hot Chili Peppers,2022-02-04,"3,606",22.6,"128,264,127","34,856","14,539,064",57.0,"57,252,735","4,321","20,590,526","1,471,206",2022
Devil You Know,Tyler Braden,2024-02-02,"3,599",22.6,"37,634,335","4,046","11,535,906",21.0,"12,646,991",,,"108,677",2024
run for the hills,Tate McRae,2023-12-08,"3,604",22.6,"120,880,428","10,296","16,902,097",,"11,115,978",,,"147,452",2023
I Know - PR1ISVX Edit,Kanii,2023-03-24,"3,617",22.6,"152,454,686","34,461","5,057,389",65.0,,,,"159,945",2023
Wish,Diler Kharkiya,2020-11-20,"3,598",22.6,"10,848,948","1,036","186,826",45.0,"681,881,643",471,"1,327,611","42,722",2020
Let Me Love You,Mario,2004-01-01,"3,608",22.6,"971,172,980","146,441","57,655,350",70.0,"996,052,113","158,366","171,491,357","6,473,758",2004
Sofia,Alvaro Soler,2016-04-15,"3,612",22.6,"353,525,330","59,509","9,323,605",65.0,"1,004,545,222","379,396","151,019,644","6,134,790",2016
Beso (Fruta Fresca),Wakyin,2023-12-13,"3,605",22.6,"26,036,782","13,038","16,595,457",,"4,008,686",,,"417,318",2023
Ya Lili,Balti,2017-11-07,"3,609",22.6,"54,678,867","18,538","1,506,717",46.0,"1,004,615,686","898,905","816,621,236","3,070,031",2017
Those Eyes,New West,2019-05-10,"3,613",22.6,"785,139,012","119,530","33,481,593",73.0,"147,215,663","114,347","594,352,793","2,332,983",2019
Little Foot Big Foot (feat. Young Nudy),Childish Gambino,2024-05-13,"3,602",22.6,"7,362,358","1,483","4,517,785",,"6,647,943",,,"42,895",2024
Explï¿½ï¿½,Myke Towers,2020-12-15,"3,619",22.6,"243,931,915","57,909","7,781,405",62.0,"337,123,245","38,300","116,038,150","466,416",2020
Girl On Fire,Alicia Keys,2012-01-01,"3,620",22.6,"646,295,324","96,138","42,759,011",71.0,"719,570,982","1,767,171","1,264,756,176","5,809,958",2012
Like I Want You,Giveon,2019-11-21,"3,623",22.6,"382,565,051","85,310","24,209,669",69.0,"121,875,542","62,502","123,745,488","1,222,113",2019
"Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")",Himesh Reshammiya,2023-02-12,"3,638",22.5,"5,828,713",790,"115,824",,"251,302,629",,,"97,864",2023
Black Magic,Little Mix,2015-05-21,"3,637",22.5,"642,037,328","56,621","20,621,933",67.0,"1,143,353,058","130,256","290,754,721","2,332,701",2015
Budapest,George Ezra,2013-11-03,"3,646",22.5,"1,142,061,871","140,545","43,438,732",79.0,"265,620,751","13,128","42,711,557","12,360,774",2013
La Gï¿½ï¿½e,Grupo Marca Registrada,2024-04-26,"3,645",22.5,"27,813,921","1,325","40,146,341",75.0,"12,969,075",,,"103,648",2024
Mi Tesoro (feat. Nicky Jam),Zion & Lennox,2016-09-30,"3,631",22.5,"162,240,700","16,013","5,249,592",54.0,"168,005,056","6,895,858","1,426,765,550","829,090",2016
ERE,juan karlos,2023-08-04,"3,626",22.5,"117,290,821","8,229","6,844,366",62.0,"79,061,420","220,671","201,566,991","20,508",2023
Alcohol-Free,TWICE,2021-06-09,"3,634",22.5,"224,295,163","24,906","7,188,926",62.0,"398,036,555","154,492","811,061,720","339,808",2021
Bad boy,Marwa Loud,2018-01-01,"3,639",22.5,"228,588,822","55,077","5,070,531",63.0,"526,305,086","2,331,929","3,551,204,518","4,386,468",2018
Voices In My Head,Falling In Reverse,2022-05-31,"3,644",22.5,"122,568,479","33,824","2,017,666",68.0,"109,752,215","20,900","33,939,631","365,803",2022
LA NENA,Lyanno,2024-04-11,"3,643",22.5,"29,683,046","4,064","52,935,650",80.0,"7,710,244",,,"71,193",2024
Better Now,Post Malone,2018-04-27,"3,647",22.5,"1,953,403,531","5,013","1,630,513",46.0,"849,135,355",,,,2018
Hati-Hati di Jalan,Tulus,2022-03-03,"3,627",22.5,"306,652,166","21,841","7,413,119",69.0,"225,136,062","371,413","1,719,389,454","107,807",2022
Algo Mï¿½ï¿½,Rauw Alejandro,2020-06-25,"3,648",22.5,"304,134,537","57,388","9,038,307",64.0,"345,512,160","327,887","279,992,648","872,301",2020
Quicksand,Morray,2020-10-30,"3,642",22.5,"92,536,126","39,798","3,748,995",53.0,"290,871,758","17,868","101,473,422","1,464,482",2020
Singapur,El Alfa,2020-05-15,"3,641",22.5,"200,520,284","32,859","6,302,679",64.0,"477,774,248","619,224","1,255,331,962","576,685",2020
Just Dance,Lady Gaga,2008-01-01,"3,629",22.5,"1,062,571,821","183,102","83,157,868",74.0,"566,585,521","135,610","623,454,990","7,126,620",2008
Tom's Diner,AnnenMayKantereit,2019-06-28,"3,640",22.5,"296,543,065","117,924","14,177,874",68.0,"205,245,834","256,438","2,473,547,695","3,560,853",2019
La Jeepeta - Remix,Nio Garcia,2020-04-24,"3,625",22.5,"672,449,007","89,441","25,654,350",64.0,,"1,264,802","770,493,680","1,329,269",2020
Ojos Marrones,Dos Waves,2023-02-12,"3,632",22.5,"2,307",,,,"268,591,891",,,"1,542",2023
Marvins Room,Drake,2011-07-22,"3,624",22.5,"597,923,434","102,247","25,718,396",68.0,"201,599,895","27,417","138,482,890",,2011
The Motto,Drake,2011-11-15,"3,630",22.5,"549,699,659","89,323","25,996,675",68.0,"76,930,754","2,177","13,825,915",,2011
